z,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
KAZ_S,PV,Q3a,d2,0,0,0,0,0,0,0.011326,0.084531,0.210038,0.354699,0.491624,0.59273,0.654609,0.662435,0.633614,0.56133,0.459303,0.32422,0.172561,0.0453042,0,0,0,0
KAZ_S,PV,Q3a,d3,0,0,0,0,0,0,0.0234808,0.0991719,0.20967,0.294017,0.369708,0.461053,0.554147,0.609857,0.591533,0.530667,0.437572,0.303593,0.161787,0.0600372,0.00432784,0,0,0
KAZ_S,PV,Q3b,d1,0,0,0,0,0,0,0.0165786,0.0919167,0.217935,0.335664,0.45056,0.539749,0.602285,0.59578,0.558111,0.489173,0.408274,0.303451,0.174705,0.0561364,0,0,0,0
KAZ_S,PV,Q3b,d2,0,0,0,0,0,0,0,0.0297995,0.178797,0.353187,0.479415,0.565351,0.614352,0.625789,0.582874,0.508375,0.365463,0.209436,0.106082,0,0,0,0,0
KAZ_S,PV,Q3b,d3,0,0,0,0,0,0,0.0193067,0.0928611,0.241859,0.385295,0.500191,0.580251,0.626209,0.634498,0.608686,0.547093,0.452344,0.32643,0.18205,0.0542477,0,0,0,0
KAZ_S,PV,Q4,d1,0,0,0,0,0,0,0,0,0,0,0.013397,0.0260392,0.0308508,0.035568,0.0560409,0.0821744,0.04104,0.00556635,0,0,0,0,0,0
KAZ_S,PV,Q4,d2,0,0,0,0,0,0,0,0,0.0141517,0.0640602,0.11812,0.180859,0.238881,0.318508,0.432477,0.434552,0.334641,0.188878,0.0115101,0,0,0,0,0
KAZ_S,PV,Q4,d3,0,0,0,0,0,0,0,0,0.00792497,0.138215,0.302564,0.420212,0.474743,0.500783,0.507104,0.480215,0.355491,0.173783,0,0,0,0,0,0
KAZ_S,WT,Q1,d1,0.456079,0.456079,0.456079,0.456079,0.456079,0.456079,0.449087,0.449087,0.449087,0.449087,0.449087,0.451274,0.451274,0.451274,0.440342,0.440342,0.440342,0.464745,0.464745,0.464745,0.464745,0.458345,0.458345,0.458345
KAZ_S,WT,Q1,d2,0.456079,0.456079,0.456079,0.456079,0.456079,0.456079,0.449087,0.449087,0.449087,0.449087,0.449087,0.451274,0.451274,0.451274,0.440342,0.440342,0.440342,0.464745,0.464745,0.464745,0.464745,0.458345,0.458345,0.458345
KAZ_S,WT,Q1,d3,0.456079,0.456079,0.456079,0.456079,0.456079,0.456079,0.449087,0.449087,0.449087,0.449087,0.449087,0.451274,0.451274,0.451274,0.440342,0.440342,0.440342,0.464745,0.464745,0.464745,0.464745,0.458345,0.458345,0.458345
KAZ_S,WT,Q2,d1,0.204747,0.213047,0.237326,0.253305,0.265133,0.282288,0.309541,0.328425,0.311893,0.272811,0.430798,0.498862,0.517262,0.526669,0.529644,0.533241,0.528468,0.495335,0.433219,0.403614,0.39476,0.384661,0.359206,0.317772
KAZ_S,WT,Q2,d2,0.430383,0.409839,0.400086,0.402161,0.409839,0.413436,0.410877,0.36052,0.192573,0.111435,0.182335,0.294808,0.243413,0.188491,0.151485,0.132532,0.131494,0.148926,0.193126,0.323583,0.446292,0.484821,0.489455,0.483783
KAZ_S,WT,Q2,d3,0.556897,0.553923,0.547421,0.537322,0.504811,0.461026,0.450927,0.475828,0.502459,0.513112,0.524317,0.540296,0.545069,0.559871,0.578202,0.588232,0.585257,0.520167,0.410738,0.342051,0.370481,0.403614,0.439099,0.473407
KAZ_S,WT,Q3a,d1,0.430304,0.430304,0.430304,0.430304,0.430304,0.430304,0.389314,0.389314,0.389314,0.389314,0.389314,0.400299,0.400299,0.400299,0.401454,0.401454,0.401454,0.409157,0.409157,0.409157,0.409157,0.406328,0.406328,0.406328
KAZ_S,WT,Q3a,d2,0.430304,0.430304,0.430304,0.430304,0.430304,0.430304,0.389314,0.389314,0.389314,0.389314,0.389314,0.400299,0.400299,0.400299,0.401454,0.401454,0.401454,0.409157,0.409157,0.409157,0.409157,0.406328,0.406328,0.406328
KAZ_S,WT,Q3a,d3,0.430304,0.430304,0.430304,0.430304,0.430304,0.430304,0.389314,0.389314,0.389314,0.389314,0.389314,0.400299,0.400299,0.400299,0.401454,0.401454,0.401454,0.409157,0.409157,0.409157,0.409157,0.406328,0.406328,0.406328
KAZ_S,WT,Q3b,d1,1,0.998059,0.936026,0.85055,0.813145,0.860032,0.826052,0.71845,0.85055,0.816701,0.526556,0.259722,0.174377,0.159099,0.141583,0.139212,0.157914,0.190709,0.251556,0.369695,0.676304,0.948933,1,1
KAZ_S,WT,Q3b,d2,0.588984,0.579765,0.555136,0.526292,0.509434,0.509434,0.498239,0.40947,0.358896,0.385632,0.227322,0.139344,0.139344,0.159758,0.221001,0.285668,0.365217,0.475718,0.509434,0.507327,0.527083,0.526292,0.503112,0.470713
KAZ_S,WT,Q3b,d3,0.329921,0.204801,0.0725693,0.0198874,0.00355603,0.00579501,0.0304238,0.0374042,0.0397748,0.062033,0.0433309,0.0268678,0.0268678,0.0654573,0.174377,0.369695,0.593198,0.787463,0.923119,1,1,1,1,1
KAZ_S,WT,Q4,d1,0.427684,0.427684,0.427684,0.427684,0.427684,0.427684,0.395083,0.395083,0.395083,0.395083,0.395083,0.388756,0.388756,0.388756,0.393391,0.393391,0.393391,0.41932,0.41932,0.41932,0.41932,0.407225,0.407225,0.407225
KAZ_S,WT,Q4,d2,0.427684,0.427684,0.427684,0.427684,0.427684,0.427684,0.395083,0.395083,0.395083,0.395083,0.395083,0.388756,0.388756,0.388756,0.393391,0.393391,0.393391,0.41932,0.41932,0.41932,0.41932,0.407225,0.407225,0.407225
KAZ_S,WT,Q4,d3,0.427684,0.427684,0.427684,0.427684,0.427684,0.427684,0.395083,0.395083,0.395083,0.395083,0.395083,0.388756,0.388756,0.388756,0.393391,0.393391,0.393391,0.41932,0.41932,0.41932,0.41932,0.407225,0.407225,0.407225
KGZ_N,PV,Q1,d1,0,0,0,0,0,0,0,0,0.0104237,0.11776,0.196736,0.240497,0.259373,0.25618,0.231952,0.186688,0.109496,0.00159643,0,0,0,0,0,0
KGZ_N,PV,Q1,d2,0,0,0,0,0,0,0,0,0.0638572,0.194483,0.292147,0.35422,0.380795,0.381171,0.338819,0.253551,0.149501,0.037657,0,0,0,0,0,0
KGZ_N,PV,Q1,d3,0,0,0,0,0,0,0,0,0.00319286,0.092499,0.18481,0.211856,0.186688,0.137575,0.0847047,0.0440427,0.0167156,0,0,0,0,0,0,0
KGZ_N,PV,Q2,d1,0,0,0,0,0,0,0,0,0.0410687,0.170766,0.39806,0.524571,0.552422,0.526105,0.467924,0.352153,0.219151,0.0796592,0,0,0,0,0,0
KGZ_N,PV,Q2,d2,0,0,0,0,0,0,0,0.120138,0.336693,0.517962,0.639988,0.724722,0.74738,0.717759,0.639988,0.518906,0.365252,0.218561,0.0738765,0,0,0,0,0
KGZ_N,PV,Q2,d3,0,0,0,0,0,0,0,0,0.0410687,0.126393,0.203574,0.274146,0.414464,0.446564,0.266003,0.226586,0.136306,0.0369383,0,0,0,0,0,0
KGZ_N,PV,Q3a,d1,0,0,0,0,0,0,0.0432583,0.176848,0.357672,0.515853,0.623959,0.686858,0.733038,0.727113,0.685884,0.595472,0.467726,0.308571,0.152337,0.0432583,0,0,0,0
KGZ_N,PV,Q3a,d2,0,0,0,0,0,0,0.0336814,0.161914,0.350206,0.497592,0.594903,0.650417,0.664052,0.654962,0.612191,0.523969,0.382994,0.24559,0.11825,0.0254843,0,0,0,0
KGZ_N,PV,Q3a,d3,0,0,0,0,0,0,0.0530787,0.176848,0.369441,0.541419,0.659345,0.733038,0.763473,0.762499,0.714371,0.605292,0.461801,0.302646,0.151364,0.0452062,0,0,0,0
KGZ_N,PV,Q3b,d1,0,0,0,0,0,0,0.0370739,0.161248,0.352625,0.523915,0.646119,0.708253,0.742323,0.713227,0.662168,0.567935,0.446764,0.277444,0.130181,0.0280635,0,0,0,0
KGZ_N,PV,Q3b,d2,0,0,0,0,0,0,0,0.0868187,0.271813,0.432498,0.550947,0.626408,0.663764,0.656443,0.602099,0.50871,0.386226,0.226386,0.0592244,0,0,0,0,0
KGZ_N,PV,Q3b,d3,0,0,0,0,0,0,0.0370739,0.161248,0.358631,0.531893,0.663107,0.749268,0.798356,0.793382,0.746265,0.656161,0.521944,0.347556,0.154303,0.0250601,0,0,0,0
KGZ_N,PV,Q4,d1,0,0,0,0,0,0,0,0,0.053028,0.194238,0.356748,0.505554,0.616823,0.584351,0.456846,0.278844,0.0855003,0.000893731,0,0,0,0,0,0
KGZ_N,PV,Q4,d2,0,0,0,0,0,0,0,0,0.101438,0.378495,0.651828,0.54324,0.305656,0.188577,0.185002,0.140912,0.0644976,0.00953313,0,0,0,0,0,0
KGZ_N,PV,Q4,d3,0,0,0,0,0,0,0,0,0.0230881,0.165042,0.32934,0.381623,0.462804,0.509874,0.470549,0.443142,0.331872,0.0950334,0,0,0,0,0,0
KGZ_N,WT,Q1,d1,0.153727,0.153727,0.153727,0.153727,0.153727,0.153727,0.15137,0.15137,0.15137,0.15137,0.15137,0.152107,0.152107,0.152107,0.148422,0.148422,0.148422,0.156648,0.156648,0.156648,0.156648,0.15449,0.15449,0.15449
KGZ_N,WT,Q1,d2,0.153727,0.153727,0.153727,0.153727,0.153727,0.153727,0.15137,0.15137,0.15137,0.15137,0.15137,0.152107,0.152107,0.152107,0.148422,0.148422,0.148422,0.156648,0.156648,0.156648,0.156648,0.15449,0.15449,0.15449
KGZ_N,WT,Q1,d3,0.153727,0.153727,0.153727,0.153727,0.153727,0.153727,0.15137,0.15137,0.15137,0.15137,0.15137,0.152107,0.152107,0.152107,0.148422,0.148422,0.148422,0.156648,0.156648,0.156648,0.156648,0.15449,0.15449,0.15449
KGZ_N,WT,Q2,d1,0.322834,0.322834,0.322834,0.322834,0.322834,0.322834,0.30981,0.30981,0.30981,0.30981,0.30981,0.301501,0.301501,0.301501,0.303615,0.303615,0.303615,0.316619,0.316619,0.316619,0.316619,0.316196,0.316196,0.316196
KGZ_N,WT,Q2,d2,0.322834,0.322834,0.322834,0.322834,0.322834,0.322834,0.30981,0.30981,0.30981,0.30981,0.30981,0.301501,0.301501,0.301501,0.303615,0.303615,0.303615,0.316619,0.316619,0.316619,0.316619,0.316196,0.316196,0.316196
KGZ_N,WT,Q2,d3,0.322834,0.322834,0.322834,0.322834,0.322834,0.322834,0.30981,0.30981,0.30981,0.30981,0.30981,0.301501,0.301501,0.301501,0.303615,0.303615,0.303615,0.316619,0.316619,0.316619,0.316619,0.316196,0.316196,0.316196
KGZ_N,WT,Q3a,d1,0.518026,0.518026,0.518026,0.518026,0.518026,0.518026,0.46868,0.46868,0.46868,0.46868,0.46868,0.481904,0.481904,0.481904,0.483295,0.483295,0.483295,0.492568,0.492568,0.492568,0.492568,0.489162,0.489162,0.489162
KGZ_N,WT,Q3a,d2,0.518026,0.518026,0.518026,0.518026,0.518026,0.518026,0.46868,0.46868,0.46868,0.46868,0.46868,0.481904,0.481904,0.481904,0.483295,0.483295,0.483295,0.492568,0.492568,0.492568,0.492568,0.489162,0.489162,0.489162
KGZ_N,WT,Q3a,d3,0.518026,0.518026,0.518026,0.518026,0.518026,0.518026,0.46868,0.46868,0.46868,0.46868,0.46868,0.481904,0.481904,0.481904,0.483295,0.483295,0.483295,0.492568,0.492568,0.492568,0.492568,0.489162,0.489162,0.489162
KGZ_N,WT,Q3b,d1,0.513497,0.513497,0.513497,0.513497,0.513497,0.513497,0.464582,0.464582,0.464582,0.464582,0.464582,0.477691,0.477691,0.477691,0.479069,0.479069,0.479069,0.488261,0.488261,0.488261,0.488261,0.484885,0.484885,0.484885
KGZ_N,WT,Q3b,d2,0.513497,0.513497,0.513497,0.513497,0.513497,0.513497,0.464582,0.464582,0.464582,0.464582,0.464582,0.477691,0.477691,0.477691,0.479069,0.479069,0.479069,0.488261,0.488261,0.488261,0.488261,0.484885,0.484885,0.484885
KGZ_N,WT,Q3b,d3,0.513497,0.513497,0.513497,0.513497,0.513497,0.513497,0.464582,0.464582,0.464582,0.464582,0.464582,0.477691,0.477691,0.477691,0.479069,0.479069,0.479069,0.488261,0.488261,0.488261,0.488261,0.484885,0.484885,0.484885
KGZ_N,WT,Q4,d1,0.252839,0.252839,0.252839,0.252839,0.252839,0.252839,0.233566,0.233566,0.233566,0.233566,0.233566,0.229826,0.229826,0.229826,0.232566,0.232566,0.232566,0.247895,0.247895,0.247895,0.247895,0.240745,0.240745,0.240745
KGZ_N,WT,Q4,d2,0.252839,0.252839,0.252839,0.252839,0.252839,0.252839,0.233566,0.233566,0.233566,0.233566,0.233566,0.229826,0.229826,0.229826,0.232566,0.232566,0.232566,0.247895,0.247895,0.247895,0.247895,0.240745,0.240745,0.240745
KGZ_N,WT,Q4,d3,0.252839,0.252839,0.252839,0.252839,0.252839,0.252839,0.233566,0.233566,0.233566,0.233566,0.233566,0.229826,0.229826,0.229826,0.232566,0.232566,0.232566,0.247895,0.247895,0.247895,0.247895,0.240745,0.240745,0.240745
KGZ_S,PV,Q1,d1,0,0,0,0,0,0,0,0,0,0.0734877,0.168749,0.190632,0.127487,0.0958061,0.0744675,0.0520401,0.0242781,0,0,0,0,0,0,0
KGZ_S,PV,Q1,d2,0,0,0,0,0,0,0,0,0.0299394,0.12629,0.261616,0.367003,0.374188,0.376148,0.345555,0.291555,0.203697,0.0747941,0,0,0,0,0,0
KGZ_S,PV,Q1,d3,0,0,0,0,0,0,0,0,0,0.027762,0.0627095,0.10604,0.187257,0.26216,0.188237,0.0953706,0.0461611,0.00195967,0,0,0,0,0,0
KGZ_S,PV,Q2,d1,0,0,0,0,0,0,0,0,0.0640639,0.201118,0.286753,0.365044,0.401492,0.399446,0.311765,0.176757,0.0803356,0.0304048,0,0,0,0,0,0
KGZ_S,PV,Q2,d2,0,0,0,0,0,0,0,0.0697358,0.262206,0.440265,0.575831,0.66407,0.708143,0.710561,0.672904,0.587826,0.436267,0.258208,0.0970722,0,0,0,0,0
KGZ_S,PV,Q2,d3,0,0,0,0,0,0,0,0,0.0519764,0.191634,0.339381,0.323946,0.336033,0.371831,0.317809,0.226037,0.128221,0.0377503,0,0,0,0,0,0
KGZ_S,PV,Q3a,d1,0,0,0,0,0,0,0.0349902,0.136997,0.321004,0.483934,0.603971,0.677986,0.71594,0.710918,0.659955,0.555973,0.436924,0.301986,0.167953,0.0499742,0,0,0,0
KGZ_S,PV,Q3a,d2,0,0,0,0,0,0,0.0174539,0.122177,0.287496,0.430749,0.580507,0.684243,0.740309,0.746731,0.670494,0.529957,0.414201,0.281979,0.134115,0.031203,0,0,0,0
KGZ_S,PV,Q3a,d3,0,0,0,0,0,0,0.0349902,0.139961,0.307008,0.502953,0.638961,0.728948,0.761962,0.742944,0.695934,0.603971,0.479983,0.328002,0.164001,0.0530204,0,0,0,0
KGZ_S,PV,Q3b,d1,0,0,0,0,0,0,0.0221603,0.120682,0.29778,0.46075,0.599622,0.69722,0.720303,0.715317,0.660932,0.577462,0.452717,0.305813,0.159,0.0382266,0,0,0,0
KGZ_S,PV,Q3b,d2,0,0,0,0,0,0,0,0.0556779,0.235269,0.404611,0.532587,0.614488,0.656592,0.654192,0.622429,0.543759,0.427695,0.266293,0.087441,0,0,0,0,0
KGZ_S,PV,Q3b,d3,0,0,0,0,0,0,0.020129,0.116711,0.325942,0.512089,0.652899,0.744495,0.791771,0.794818,0.756591,0.673028,0.546252,0.37728,0.180053,0.0301935,0,0,0,0
KGZ_S,PV,Q4,d1,0,0,0,0,0,0,0,0,0.0656429,0.297248,0.469097,0.570056,0.619449,0.620216,0.552398,0.392322,0.222009,0.0737043,0,0,0,0,0,0
KGZ_S,PV,Q4,d2,0,0,0,0,0,0,0,0,0.0138195,0.0671784,0.108637,0.147153,0.172872,0.162892,0.163915,0.106718,0.0552782,0.0177863,0,0,0,0,0,0
KGZ_S,PV,Q4,d3,0,0,0,0,0,0,0,0,0.0781828,0.322968,0.479334,0.606269,0.662955,0.663722,0.632756,0.546512,0.415226,0.233013,0,0,0,0,0,0
KGZ_S,WT,Q1,d1,0.153727,0.153727,0.153727,0.153727,0.153727,0.153727,0.15137,0.15137,0.15137,0.15137,0.15137,0.152107,0.152107,0.152107,0.148422,0.148422,0.148422,0.156648,0.156648,0.156648,0.156648,0.15449,0.15449,0.15449
KGZ_S,WT,Q1,d2,0.153727,0.153727,0.153727,0.153727,0.153727,0.153727,0.15137,0.15137,0.15137,0.15137,0.15137,0.152107,0.152107,0.152107,0.148422,0.148422,0.148422,0.156648,0.156648,0.156648,0.156648,0.15449,0.15449,0.15449
KGZ_S,WT,Q1,d3,0.153727,0.153727,0.153727,0.153727,0.153727,0.153727,0.15137,0.15137,0.15137,0.15137,0.15137,0.152107,0.152107,0.152107,0.148422,0.148422,0.148422,0.156648,0.156648,0.156648,0.156648,0.15449,0.15449,0.15449
KGZ_S,WT,Q2,d1,0.322834,0.322834,0.322834,0.322834,0.322834,0.322834,0.30981,0.30981,0.30981,0.30981,0.30981,0.301501,0.301501,0.301501,0.303615,0.303615,0.303615,0.316619,0.316619,0.316619,0.316619,0.316196,0.316196,0.316196
KGZ_S,WT,Q2,d2,0.322834,0.322834,0.322834,0.322834,0.322834,0.322834,0.30981,0.30981,0.30981,0.30981,0.30981,0.301501,0.301501,0.301501,0.303615,0.303615,0.303615,0.316619,0.316619,0.316619,0.316619,0.316196,0.316196,0.316196
KGZ_S,WT,Q2,d3,0.322834,0.322834,0.322834,0.322834,0.322834,0.322834,0.30981,0.30981,0.30981,0.30981,0.30981,0.301501,0.301501,0.301501,0.303615,0.303615,0.303615,0.316619,0.316619,0.316619,0.316619,0.316196,0.316196,0.316196
KGZ_S,WT,Q3a,d1,0.518026,0.518026,0.518026,0.518026,0.518026,0.518026,0.46868,0.46868,0.46868,0.46868,0.46868,0.481904,0.481904,0.481904,0.483295,0.483295,0.483295,0.492568,0.492568,0.492568,0.492568,0.489162,0.489162,0.489162
KGZ_S,WT,Q3a,d2,0.518026,0.518026,0.518026,0.518026,0.518026,0.518026,0.46868,0.46868,0.46868,0.46868,0.46868,0.481904,0.481904,0.481904,0.483295,0.483295,0.483295,0.492568,0.492568,0.492568,0.492568,0.489162,0.489162,0.489162
KGZ_S,WT,Q3a,d3,0.518026,0.518026,0.518026,0.518026,0.518026,0.518026,0.46868,0.46868,0.46868,0.46868,0.46868,0.481904,0.481904,0.481904,0.483295,0.483295,0.483295,0.492568,0.492568,0.492568,0.492568,0.489162,0.489162,0.489162
